"Ocena dokonèanih stanovanj po številu sob in površini, po obèinah, Slovenija, letno"

"OBÈINE";"MERITVE";"2008 Stanovanja - SKUPAJ";"2008 Enosobna";"2008 Dvosobna";"2008 Trisobna";"2008 Štirisobna";"2008 Pet- in veèsobna";"2009 Stanovanja - SKUPAJ";"2009 Enosobna";"2009 Dvosobna";"2009 Trisobna";"2009 Štirisobna";"2009 Pet- in veèsobna";"2010 Stanovanja - SKUPAJ";"2010 Enosobna";"2010 Dvosobna";"2010 Trisobna";"2010 Štirisobna";"2010 Pet- in veèsobna";"2011 Stanovanja - SKUPAJ";"2011 Enosobna";"2011 Dvosobna";"2011 Trisobna";"2011 Štirisobna";"2011 Pet- in veèsobna";"2012 Stanovanja - SKUPAJ";"2012 Enosobna";"2012 Dvosobna";"2012 Trisobna";"2012 Štirisobna";"2012 Pet- in veèsobna";"2013 Stanovanja - SKUPAJ";"2013 Enosobna";"2013 Dvosobna";"2013 Trisobna";"2013 Štirisobna";"2013 Pet- in veèsobna";"2014 Stanovanja - SKUPAJ";"2014 Enosobna";"2014 Dvosobna";"2014 Trisobna";"2014 Štirisobna";"2014 Pet- in veèsobna";"2015 Stanovanja - SKUPAJ";"2015 Enosobna";"2015 Dvosobna";"2015 Trisobna";"2015 Štirisobna";"2015 Pet- in veèsobna";"2016 Stanovanja - SKUPAJ";"2016 Enosobna";"2016 Dvosobna";"2016 Trisobna";"2016 Štirisobna";"2016 Pet- in veèsobna";"2017 Stanovanja - SKUPAJ";"2017 Enosobna";"2017 Dvosobna";"2017 Trisobna";"2017 Štirisobna";"2017 Pet- in veèsobna";"2018 Stanovanja - SKUPAJ";"2018 Enosobna";"2018 Dvosobna";"2018 Trisobna";"2018 Štirisobna";"2018 Pet- in veèsobna";"2019 Stanovanja - SKUPAJ";"2019 Enosobna";"2019 Dvosobna";"2019 Trisobna";"2019 Štirisobna";"2019 Pet- in veèsobna";"2020 Stanovanja - SKUPAJ";"2020 Enosobna";"2020 Dvosobna";"2020 Trisobna";"2020 Štirisobna";"2020 Pet- in veèsobna";"2021 Stanovanja - SKUPAJ";"2021 Enosobna";"2021 Dvosobna";"2021 Trisobna";"2021 Štirisobna";"2021 Pet- in veèsobna";"2022 Stanovanja - SKUPAJ";"2022 Enosobna";"2022 Dvosobna";"2022 Trisobna";"2022 Štirisobna";"2022 Pet- in veèsobna";"2023 Stanovanja - SKUPAJ";"2023 Enosobna";"2023 Dvosobna";"2023 Trisobna";"2023 Štirisobna";"2023 Pet- in veèsobna"
"Reèica ob Savinji";"Površina [m2]";123;0;0;0;0;123;0;0;0;0;0;0;170;0;0;0;0;170;374;0;0;0;0;374;112;0;0;0;0;112;554;0;0;0;0;554;747;0;0;0;60;687;403;0;0;0;0;403;533;126;0;0;0;407;655;0;80;0;126;449;498;0;0;0;330;168;374;273;101;0;0;0;190;0;0;0;0;190;73;0;73;0;0;0;118;0;0;0;118;0;115;0;0;115;0;0
"Renèe - Vogrsko";"Število";0;0;0;0;0;0;30;0;1;0;28;1;13;0;0;2;5;6;6;0;0;1;1;4;7;0;0;0;3;4;14;1;1;6;1;5;6;0;0;0;3;3;12;1;0;1;1;9;7;0;0;0;5;2;5;0;0;1;1;3;8;0;1;1;5;1;7;0;1;0;1;5;4;0;0;0;1;3;10;0;2;1;2;5;15;0;0;1;5;9;4;0;1;0;0;3
"Renèe - Vogrsko";"Površina [m2]";0;0;0;0;0;0;4011;0;61;0;3756;194;1733;0;0;148;620;965;1080;0;0;96;74;910;1515;0;0;0;546;969;2123;140;32;478;190;1283;890;0;0;0;479;411;1469;32;0;87;95;1255;771;0;0;0;541;230;812;0;0;75;147;590;1234;0;93;133;768;240;874;0;104;0;113;657;731;0;0;0;179;552;1106;0;111;100;205;690;2787;0;0;194;1119;1474;668;0;51;0;0;617
"Ribnica";"Število";25;0;1;2;7;15;23;0;2;5;4;12;102;7;11;47;28;9;22;2;3;3;3;11;18;0;1;1;2;14;13;0;0;1;4;8;25;0;0;0;6;19;18;0;5;1;2;10;11;1;0;0;3;7;10;0;1;0;3;6;13;1;0;3;4;5;16;0;0;1;7;8;18;0;0;0;11;7;20;0;0;0;10;10;14;0;1;1;7;5;31;0;4;6;15;6
"Ribnica";"Površina [m2]";4917;0;106;339;1025;3447;3642;0;141;433;605;2463;8101;227;517;2821;2444;2092;4097;64;291;490;855;2397;3865;0;47;91;178;3549;2958;0;0;113;729;2116;5084;0;0;0;919;4165;3458;0;450;242;320;2446;2241;15;0;0;533;1693;2067;0;45;0;657;1365;2348;133;0;333;673;1209;3730;0;0;154;1522;2054;4272;0;0;0;2448;1824;4211;0;0;0;1877;2334;2441;0;69;73;1103;1196;4087;0;196;410;2099;1382
"Ribnica na Pohorju";"Število";4;0;1;1;1;1;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;1;5;0;0;4;1;0;0;0;0;0;0;0;8;0;4;0;2;2;3;1;1;1;0;0;1;0;0;0;0;1;2;0;0;0;2;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;1;1;1;0;0;1;0;0;1;0;0;1;0;0
"Ribnica na Pohorju";"Površina [m2]";433;0;66;68;151;148;318;0;0;75;105;138;0;0;0;0;0;0;0;0;0;0;0;0;461;0;0;0;287;174;233;0;0;86;147;0;0;0;0;0;0;0;852;0;467;0;166;219;376;97;139;140;0;0;220;0;0;0;0;220;271;0;0;0;271;0;0;0;0;0;0;0;64;0;0;64;0;0;188;0;0;0;94;94;40;0;0;40;0;0;39;0;0;39;0;0
"Rogaška Slatina";"Število";22;1;2;1;8;10;24;1;0;8;1;14;72;14;33;6;5;14;36;2;3;7;4;20;43;0;5;5;8;25;43;0;1;2;13;27;46;2;3;6;6;29;35;1;3;1;5;25;22;1;0;0;2;19;27;0;1;1;2;23;24;0;1;3;6;14;28;0;0;1;6;21;44;0;2;6;4;32;47;2;14;5;5;21;75;20;6;4;23;22;41;2;1;21;9;8
"Rogaška Slatina";"Površina [m2]";2303;47;133;119;864;1140;3104;32;0;492;54;2526;5457;559;1718;424;497;2259;4553;78;163;554;439;3319;6019;0;341;619;995;4064;6855;0;110;198;2005;4542;7111;70;183;461;1074;5323;4835;30;140;70;625;3970;3730;30;0;0;353;3347;3316;0;35;75;185;3021;3815;0;135;232;900;2548;5269;0;0;80;947;4242;6238;0;97;608;497;5036;5991;191;1890;361;520;3029;8997;646;290;366;3373;4322;4352;193;50;1970;709;1430
"Rogašovci";"Število";6;0;1;1;2;2;5;2;0;1;0;2;7;0;2;3;0;2;4;0;1;0;0;3;3;1;1;0;0;1;6;0;1;1;1;3;7;0;1;3;2;1;5;0;0;0;3;2;8;2;0;1;2;3;10;0;1;3;4;2;6;0;0;3;2;1;7;0;0;1;1;5;4;0;1;0;3;0;3;0;0;1;1;1;8;0;0;2;5;1;8;0;0;5;3;0
"Rogašovci";"Površina [m2]";603;0;99;89;165;250;618;60;0;56;0;502;819;0;73;236;0;510;557;0;79;0;0;478;293;41;76;0;0;176;1125;0;166;112;186;661;1238;0;107;480;384;267;894;0;0;0;345;549;1030;74;0;122;238;596;1729;0;31;183;996;519;1118;0;0;329;497;292;860;0;0;43;132;685;591;0;70;0;521;0;410;0;0;111;132;167;1354;0;0;148;961;245;1360;0;0;946;414;0
"Rogatec";"Število";3;0;0;0;1;2;3;0;0;0;1;2;7;0;0;1;2;4;6;0;0;1;0;5;3;0;0;1;0;2;6;0;0;0;0;6;1;0;0;0;0;1;4;0;0;2;0;2;6;0;0;2;1;3;3;0;0;0;0;3;2;0;0;1;0;1;8;0;1;1;2;4;2;0;0;0;0;2;8;0;1;0;0;7;4;0;0;0;0;4;8;0;0;4;3;1
"Rogatec";"Površina [m2]";361;0;0;0;117;244;366;0;0;0;96;270;742;0;0;78;176;488;747;0;0;63;0;684;383;0;0;130;0;253;818;0;0;0;0;818;137;0;0;0;0;137;491;0;0;168;0;323;1019;0;0;226;97;696;528;0;0;0;0;528;160;0;0;80;0;80;948;0;67;71;309;501;212;0;0;0;0;212;1119;0;45;0;0;1074;775;0;0;0;0;775;784;0;0;309;258;217
"Ruše";"Število";56;0;1;3;8;44;78;16;26;6;7;23;10;0;0;0;1;9;23;0;2;2;3;16;16;0;1;2;2;11;13;0;2;4;1;6;6;0;1;1;1;3;10;0;3;1;1;5;4;0;0;0;1;3;2;0;0;0;1;1;11;0;0;1;0;10;7;2;0;1;1;3;2;0;1;1;0;0;2;0;0;2;0;0;5;1;0;1;1;2;15;0;0;1;2;12
"Ruše";"Površina [m2]";7209;0;63;252;656;6238;6413;607;1606;418;744;3038;1372;0;0;0;126;1246;3515;0;125;147;344;2899;1966;0;75;111;101;1679;1638;0;112;300;129;1097;727;0;68;76;128;455;1351;0;308;74;228;741;885;0;0;0;175;710;271;0;0;0;118;153;2082;0;0;92;0;1990;703;50;0;67;202;384;64;0;22;42;0;0;299;0;0;299;0;0;454;22;0;52;174;206;1595;0;0;234;158;1203
"Selnica ob Dravi";"Število";23;0;0;1;3;19;20;3;4;4;1;8;12;0;1;1;2;8;15;0;0;0;2;13;8;1;0;2;0;5;9;0;0;3;0;6;13;0;1;2;1;9;4;0;0;1;0;3;11;0;0;2;2;7;9;0;0;1;1;7;5;0;0;2;1;2;2;0;0;0;1;1;4;0;0;1;0;3;4;0;0;2;0;2;8;0;0;1;3;4;0;0;0;0;0;0
"Selnica ob Dravi";"Površina [m2]";3880;0;0;72;469;3339;2392;142;228;303;113;1606;1705;0;65;67;230;1343;2633;0;0;0;232;2401;1111;62;0;312;0;737;1210;0;0;225;0;985;1828;0;82;180;91;1475;519;0;0;105;0;414;1665;0;0;127;273;1265;1474;0;0;74;87;1313;569;0;0;152;133;284;271;0;0;0;165;106;581;0;0;118;0;463;576;0;0;352;0;224;1152;0;0;248;306;598;0;0;0;0;0;0
"Semiè";"Število";10;0;1;0;3;6;5;0;1;0;3;1;3;0;1;0;1;1;5;0;0;1;4;0;6;0;0;1;2;3;7;0;0;4;2;1;8;1;1;1;2;3;4;0;0;0;3;1;4;0;1;0;2;1;5;0;0;2;1;2;9;1;1;1;1;5;6;0;1;2;3;0;7;0;0;1;2;4;4;0;1;0;2;1;6;0;0;0;1;5;1;0;0;0;1;0
"Semiè";"Površina [m2]";1397;0;80;0;365;952;713;0;50;0;436;227;456;0;88;0;163;205;686;0;0;56;630;0;860;0;0;110;265;485;859;0;0;390;290;179;976;27;49;110;302;488;769;0;0;0;604;165;715;0;70;0;471;174;931;0;0;197;151;583;1195;58;46;69;63;959;493;0;65;134;294;0;648;0;0;70;121;457;418;0;40;0;230;148;1120;0;0;0;285;835;113;0;0;0;113;0
"Sevnica";"Število";56;4;18;6;7;21;25;0;3;3;4;15;38;0;4;6;6;22;53;0;0;3;7;43;34;1;4;4;2;23;30;1;0;3;4;22;33;0;1;2;2;28;31;0;2;5;0;24;38;0;1;6;7;24;37;0;0;0;4;33;24;0;2;1;0;21;17;0;1;0;1;15;16;0;4;0;0;12;36;0;0;2;4;30;14;1;0;1;0;12;21;3;2;3;2;11
"Sevnica";"Površina [m2]";6865;181;1180;410;747;4347;3344;0;160;292;596;2296;5396;0;394;463;826;3713;8596;0;0;192;938;7466;4166;63;285;319;241;3258;4727;40;0;438;454;3795;5050;0;81;165;260;4544;4510;0;93;493;0;3924;6313;0;64;598;850;4801;5951;0;0;0;371;5580;4150;0;126;60;0;3964;2832;0;54;0;89;2689;2524;0;350;0;0;2174;6286;0;0;383;495;5408;2474;79;0;133;0;2262;2835;310;104;310;243;1868
"Sežana";"Število";64;4;6;23;13;18;46;10;9;4;3;20;46;0;2;1;15;28;34;0;0;6;10;18;30;0;1;3;16;10;41;3;1;4;17;16;16;0;0;1;6;9;17;0;1;4;10;2;21;1;1;7;6;6;21;0;0;1;13;7;35;1;2;10;9;13;26;0;4;12;4;6;21;2;0;6;9;4;28;12;1;4;5;6;17;1;1;4;5;6;17;0;0;13;2;2
"Sežana";"Površina [m2]";6254;133;275;1645;1283;2918;4781;300;328;300;342;3511;7295;0;129;85;2262;4819;5551;0;0;863;1493;3195;5272;0;55;497;2634;2086;8114;114;73;512;3417;3998;3099;0;0;163;1341;1595;2530;0;54;395;1737;344;3956;46;58;1247;945;1660;3152;0;0;152;1814;1186;6551;19;111;1389;1654;3378;3881;0;500;1686;491;1204;3589;84;0;1062;1406;1037;3627;306;115;759;950;1497;3073;20;60;646;967;1380;2351;0;0;1612;312;427
"Slovenj Gradec";"Število";58;11;3;24;3;17;68;7;12;17;4;28;31;1;3;6;2;19;24;0;0;2;0;22;21;0;1;1;4;15;23;0;0;2;3;18;15;0;2;1;6;6;20;0;1;1;6;12;22;1;2;4;5;10;21;2;2;2;4;11;18;4;3;3;2;6;5;0;0;0;0;5;51;8;3;5;8;27;120;0;39;47;7;27;36;4;1;3;7;21;36;10;10;0;2;14
"Slovenj Gradec";"Površina [m2]";7180;339;234;2436;373;3798;9611;378;760;1596;466;6411;5541;40;238;850;273;4140;6717;0;0;236;0;6481;4153;0;126;50;846;3131;4641;0;0;260;448;3933;2776;0;247;202;1127;1200;3376;0;89;62;900;2325;3751;140;185;538;823;2065;3621;119;240;164;658;2440;1943;150;156;185;293;1159;761;0;0;0;0;761;4841;274;184;445;1220;2718;10224;0;1662;3262;893;4407;4870;135;77;209;913;3536;5139;775;964;0;190;3210
"Slovenska Bistrica";"Število";185;3;26;68;43;45;177;0;30;40;52;55;147;1;9;63;27;47;272;7;24;49;35;157;87;0;5;26;38;18;57;3;8;11;21;14;81;2;12;5;34;28;47;1;3;2;17;24;59;3;8;13;19;16;49;1;0;10;14;24;46;5;3;16;9;13;40;0;2;1;7;30;74;2;3;5;16;48;94;0;28;21;8;37;86;4;5;5;8;64;114;4;28;32;18;32
"Slovenska Bistrica";"Površina [m2]";29052;129;2157;8165;7251;11350;26986;0;2454;4897;8439;11196;24480;46;911;9597;4463;9463;23371;279;1718;6411;5804;9159;14412;0;568;3513;6835;3496;8811;147;672;1971;3468;2553;10416;70;575;492;4697;4582;8093;64;262;188;3003;4576;7192;86;395;1262;2617;2832;7038;28;0;1108;1826;4076;5137;151;224;1322;1328;2112;6624;0;103;56;784;5681;11064;163;222;451;1988;8240;10797;0;1380;1686;923;6808;12620;325;489;507;1047;10252;12934;511;1361;2446;2726;5890
"Slovenske Konjice";"Število";87;9;12;12;27;27;62;1;11;14;13;23;85;13;2;26;22;22;100;5;19;25;26;25;48;0;3;5;14;26;76;2;27;27;4;16;20;1;0;2;6;11;30;0;5;1;7;17;22;0;1;3;3;15;29;1;1;7;3;17;24;1;2;2;9;10;55;0;8;31;5;11;12;0;0;1;3;8;38;2;3;10;8;15;24;0;1;3;4;16;85;0;3;69;1;12
"Slovenske Konjice";"Površina [m2]";13104;380;689;850;5003;6182;9156;39;632;1108;1696;5681;10729;402;98;2372;3245;4612;11238;422;964;2200;2732;4920;8494;0;246;615;2171;5462;7233;96;1742;2244;495;2656;3543;79;0;314;837;2313;5758;0;307;88;1566;3797;3687;0;118;228;293;3048;4537;67;126;950;304;3090;3894;55;289;231;1469;1850;7237;0;675;3862;487;2213;1981;0;0;79;471;1431;5219;59;155;560;1432;3013;4078;0;95;660;443;2880;9388;0;828;6029;140;2391
"Sodražica";"Število";11;0;1;1;5;4;8;0;1;1;0;6;9;0;0;2;1;6;5;0;1;2;0;2;6;0;0;0;1;5;5;0;2;0;0;3;5;0;0;1;2;2;5;0;0;1;1;3;4;0;0;0;2;2;7;1;2;1;2;1;1;0;0;0;1;0;5;0;0;0;1;4;5;0;0;1;0;4;4;0;0;1;2;1;4;0;0;0;1;3;6;0;0;0;4;2
"Sodražica";"Površina [m2]";1825;0;64;108;913;740;1508;0;95;88;0;1325;1837;0;0;296;126;1415;939;0;159;258;0;522;1396;0;0;0;281;1115;856;0;119;0;0;737;866;0;0;86;347;433;878;0;0;140;175;563;1068;0;0;0;422;646;853;39;192;201;255;166;197;0;0;0;197;0;1192;0;0;0;247;945;1157;0;0;140;0;1017;1007;0;0;338;531;138;608;0;0;0;115;493;1024;0;0;0;597;427
"Solèava";"Število";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;2;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;2;0;2;0;0;1;1;0;2;0;0;2;0;0
"Solèava";"Površina [m2]";0;0;0;0;0;0;250;0;0;0;0;250;0;0;0;0;0;0;185;0;0;0;0;185;0;0;0;0;0;0;0;0;0;0;0;0;146;0;0;0;0;146;0;0;0;0;0;0;82;0;0;0;82;0;135;0;0;0;0;135;274;0;0;0;145;129;0;0;0;0;0;0;123;0;0;123;0;0;322;0;0;0;322;0;357;0;0;180;177;0;204;0;0;204;0;0
"Središèe ob Dravi";"Število";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;2;0;2;0;0;0;0;2;0;0;0;0;0;0;4;0;0;2;2;0;2;0;0;0;1;1;4;0;1;0;3;0;5;0;0;0;2;3;2;0;1;0;1;0;2;0;0;1;0;1;2;0;1;1;0;0;2;0;0;1;1;0;1;0;0;0;1;0;2;0;0;1;1;0
"Središèe ob Dravi";"Površina [m2]";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;289;0;39;0;250;0;341;0;0;0;0;341;0;0;0;0;0;0;428;0;0;168;260;0;306;0;0;0;154;152;505;0;41;0;464;0;715;0;0;0;168;547;208;0;94;0;114;0;315;0;0;191;0;124;158;0;53;105;0;0;221;0;0;118;103;0;89;0;0;0;89;0;228;0;0;104;124;0
"Starše";"Število";24;6;3;6;4;5;21;0;0;4;1;16;13;0;0;3;0;10;14;0;1;1;5;7;10;2;0;0;2;6;5;0;0;0;2;3;6;0;0;0;3;3;7;0;0;1;2;4;7;0;0;4;1;2;10;0;0;4;4;2;11;0;0;1;4;6;9;0;1;2;3;3;12;0;0;1;0;11;14;0;2;0;1;11;14;0;0;2;0;12;19;2;0;0;1;16
"Starše";"Površina [m2]";2103;291;175;380;377;880;3521;0;0;512;48;2961;2261;0;0;323;0;1938;2026;0;34;135;682;1175;1720;78;0;0;312;1330;923;0;0;0;347;576;911;0;0;0;427;484;1066;0;0;86;217;763;1052;0;0;432;213;407;1352;0;0;491;568;293;1487;0;0;77;672;738;1384;0;35;236;385;728;1999;0;0;106;0;1893;2361;0;129;0;112;2120;2544;0;0;264;0;2280;3588;312;0;0;236;3040
"Straža";"Število";0;0;0;0;0;0;1;0;0;0;1;0;5;1;0;0;1;3;1;0;1;0;0;0;3;1;0;0;0;2;2;0;0;0;1;1;3;1;0;0;0;2;1;0;0;0;0;1;5;0;0;0;1;4;12;0;0;0;1;11;8;0;0;0;0;8;10;0;1;0;2;7;11;0;0;0;2;9;3;0;0;0;0;3;7;0;0;0;1;6;11;0;0;1;3;7
"Straža";"Površina [m2]";0;0;0;0;0;0;122;0;0;0;122;0;790;21;0;0;244;525;64;0;64;0;0;0;321;35;0;0;0;286;252;0;0;0;110;142;333;61;0;0;0;272;164;0;0;0;0;164;907;0;0;0;224;683;2158;0;0;0;215;1943;1750;0;0;0;0;1750;1313;0;61;0;288;964;1970;0;0;0;253;1717;559;0;0;0;0;559;1076;0;0;0;84;992;1608;0;0;151;414;1043
"Sveta Ana";"Število";6;0;0;1;0;5;7;0;1;6;0;0;9;0;1;1;1;6;8;0;0;3;1;4;11;0;0;4;3;4;14;0;1;0;5;8;6;0;0;0;2;4;4;0;0;2;0;2;21;1;7;7;2;4;10;0;0;2;4;4;6;0;1;1;1;3;25;1;9;2;10;3;6;0;0;0;3;3;8;0;1;1;3;3;33;0;23;0;6;4;12;0;3;1;7;1
"Sveta Ana";"Površina [m2]";1005;0;0;94;0;911;633;0;141;492;0;0;1675;0;33;88;140;1414;1302;0;0;273;180;849;2119;0;0;678;509;932;2536;0;70;0;829;1637;1122;0;0;0;404;718;864;0;0;193;0;671;2491;38;448;657;350;998;2001;0;0;164;894;943;1302;0;387;77;269;569;2711;50;715;184;1155;607;936;0;0;0;427;509;1252;0;109;81;508;554;4485;0;2970;0;689;826;1702;0;214;89;1256;143
"Sveta Trojica v Slov. goricah*";"Število";1;0;0;0;1;0;2;0;1;0;0;1;9;0;0;5;2;2;9;0;1;1;4;3;7;0;0;0;5;2;6;0;0;1;5;0;6;0;0;1;1;4;10;0;1;1;2;6;5;1;0;1;1;2;5;0;0;1;1;3;34;2;1;2;26;3;8;0;0;1;1;6;8;0;0;2;3;3;11;0;0;2;5;4;11;0;0;1;9;1;24;0;0;0;9;15
"Sveta Trojica v Slov. goricah*";"Površina [m2]";127;0;0;0;127;0;357;0;88;0;0;269;1491;0;0;817;182;492;1593;0;56;124;762;651;1604;0;0;0;942;662;756;0;0;80;676;0;960;0;0;99;100;761;1548;0;33;54;252;1209;994;55;0;78;285;576;1297;0;0;178;210;909;4458;101;174;267;3348;568;1451;0;0;160;141;1150;1173;0;0;303;399;471;1966;0;0;179;970;817;1725;0;0;122;1320;283;3750;0;0;0;1287;2463
"Sveti Andraž v Slov. goricah";"Število";1;0;0;0;1;0;3;0;0;1;0;2;0;0;0;0;0;0;8;1;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;6;2;1;1;1;1;3;0;0;0;1;2;2;0;0;0;0;2;3;0;0;1;1;1;4;0;1;0;1;2;6;0;0;3;0;3;3;0;0;0;1;2;3;1;0;0;0;2
"Sveti Andraž v Slov. goricah";"Površina [m2]";60;0;0;0;60;0;418;0;0;110;0;308;0;0;0;0;0;0;1292;30;0;0;556;706;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;120;0;120;0;0;0;0;120;666;51;57;334;97;127;781;0;0;0;98;683;354;0;0;0;0;354;725;0;0;185;354;186;682;0;37;0;141;504;1104;0;0;568;0;536;429;0;0;0;221;208;590;152;0;0;0;438
"Sveti Jurij ob Šèavnici";"Število";6;0;1;0;0;5;13;1;0;2;3;7;12;1;0;2;4;5;8;0;1;1;1;5;7;0;1;0;1;5;8;0;2;2;1;3;13;0;2;2;3;6;8;1;4;0;2;1;9;0;2;4;1;2;9;1;1;0;3;4;6;0;0;3;2;1;5;0;0;2;3;0;6;1;0;1;2;2;4;0;1;0;0;3;10;0;1;1;4;4;11;0;0;0;5;6
"Sveti Jurij ob Šèavnici";"Površina [m2]";963;0;52;0;0;911;2702;61;0;210;821;1610;2353;52;0;405;886;1010;1710;0;72;91;196;1351;1690;0;197;0;198;1295;1154;0;205;168;214;567;2244;0;365;277;439;1163;877;28;283;0;340;226;1153;0;214;382;166;391;1477;51;100;0;488;838;1262;0;0;405;459;398;903;0;0;405;498;0;792;30;0;130;338;294;483;0;54;0;0;429;1765;0;80;124;609;952;1743;0;0;0;875;868
"Sveti Jurij v Slov. goricah";"Število";2;0;1;1;0;0;17;0;0;1;0;16;5;0;0;0;2;3;7;0;0;1;1;5;7;0;0;1;4;2;12;1;1;0;5;5;8;0;1;0;2;5;5;0;0;0;2;3;4;0;0;1;1;2;4;0;0;1;2;1;4;0;1;2;0;1;3;0;1;0;0;2;3;1;0;1;1;0;7;0;0;0;4;3;9;0;0;1;5;3;13;0;1;4;2;6
"Sveti Jurij v Slov. goricah";"Površina [m2]";189;0;73;116;0;0;2175;0;0;78;0;2097;874;0;0;0;341;533;1302;0;0;64;115;1123;892;0;0;85;502;305;1587;33;109;0;739;706;1513;0;131;0;246;1136;1312;0;0;0;762;550;717;0;0;68;193;456;621;0;0;112;307;202;515;0;77;184;0;254;397;0;42;0;0;355;348;62;0;104;182;0;1043;0;0;0;478;565;1508;0;0;92;698;718;2112;0;63;752;292;1005
"Sveti Tomaž";"Število";1;0;1;0;0;0;0;0;0;0;0;0;5;0;0;3;1;1;6;0;2;0;2;2;8;0;1;2;4;1;3;0;0;0;1;2;4;0;0;2;2;0;7;2;0;0;1;4;6;0;2;2;0;2;5;0;0;1;0;4;6;1;1;3;0;1;3;0;0;0;2;1;6;0;1;1;2;2;1;0;0;1;0;0;2;0;1;0;0;1;1;1;0;0;0;0
"Sveti Tomaž";"Površina [m2]";52;0;52;0;0;0;0;0;0;0;0;0;562;0;0;313;105;144;564;0;98;0;203;263;878;0;53;192;501;132;377;0;0;0;144;233;434;0;0;187;247;0;704;128;0;0;98;478;455;0;78;159;0;218;697;0;0;70;0;627;570;47;79;323;0;121;381;0;0;0;237;144;777;0;40;100;230;407;117;0;0;117;0;0;246;0;71;0;0;175;24;24;0;0;0;0
"Šalovci";"Število";4;0;1;2;1;0;5;0;2;3;0;0;3;0;0;0;1;2;5;0;0;2;1;2;1;0;0;1;0;0;0;0;0;0;0;0;3;0;1;0;0;2;3;0;0;2;0;1;2;1;0;0;1;0;4;0;0;3;0;1;2;0;0;1;1;0;6;1;1;0;2;2;1;0;0;1;0;0;4;0;2;1;1;0;1;0;0;0;1;0;1;0;1;0;0;0
"Šalovci";"Površina [m2]";380;0;59;203;118;0;545;0;252;293;0;0;392;0;0;0;76;316;909;0;0;228;226;455;135;0;0;135;0;0;0;0;0;0;0;0;392;0;64;0;0;328;380;0;0;223;0;157;293;50;0;0;243;0;571;0;0;439;0;132;234;0;0;150;84;0;619;21;52;0;266;280;112;0;0;112;0;0;306;0;71;128;107;0;82;0;0;0;82;0;32;0;32;0;0;0
"Šempeter - Vrtojba";"Število";37;3;12;6;1;15;15;0;0;11;2;2;63;60;0;1;2;0;7;0;0;2;2;3;5;0;0;1;2;2;2;0;0;0;0;2;7;0;0;1;1;5;6;0;0;1;2;3;10;0;0;2;3;5;8;0;0;2;4;2;13;0;0;2;2;9;1;0;0;0;1;0;4;0;0;0;1;3;2;0;0;0;1;1;43;16;12;11;1;3;0;0;0;0;0;0
"Šempeter - Vrtojba";"Površina [m2]";3074;110;670;732;95;1467;1517;0;0;791;267;459;2801;2328;0;135;338;0;1152;0;0;289;281;582;763;0;0;233;266;264;540;0;0;0;0;540;1094;0;0;100;167;827;1041;0;0;308;282;451;1339;0;0;109;342;888;964;0;0;154;410;400;1330;0;0;74;88;1168;247;0;0;0;247;0;681;0;0;0;148;533;281;0;0;0;69;212;2711;505;588;1087;91;440;0;0;0;0;0;0
"Šenèur";"Število";26;0;1;4;4;17;32;0;1;1;14;16;22;0;0;1;6;15;24;0;0;1;10;13;18;0;0;2;0;16;15;0;0;0;3;12;11;0;0;2;3;6;14;0;0;4;3;7;11;1;0;0;4;6;9;0;3;1;3;2;16;1;1;2;6;6;13;0;0;1;3;9;11;0;0;0;3;8;45;2;12;16;9;6;28;0;0;3;1;24;14;0;0;2;3;9
"Šenèur";"Površina [m2]";5745;0;77;563;497;4608;4715;0;76;219;1608;2812;5094;0;0;95;1304;3695;3607;0;0;118;1246;2243;3653;0;0;251;0;3402;3161;0;0;0;597;2564;1763;0;0;325;411;1027;2213;0;0;377;448;1388;2344;204;0;0;650;1490;910;0;230;48;312;320;2483;80;125;237;695;1346;2414;0;0;100;460;1854;1654;0;0;0;411;1243;3903;70;634;1280;909;1010;3315;0;0;284;57;2974;1944;0;0;232;337;1375
"Šentilj";"Število";59;0;3;4;8;44;30;0;3;2;4;21;110;5;41;21;8;35;34;0;1;4;6;23;28;0;3;11;7;7;28;1;0;1;13;13;14;0;0;2;3;9;15;0;1;2;8;4;15;0;0;1;7;7;10;0;1;3;2;4;17;4;7;0;4;2;16;0;0;1;5;10;15;0;0;2;10;3;26;0;1;2;10;13;18;0;0;2;10;6;36;1;4;13;15;3
